iter	RMSE
637	0.3001547148
638	0.300093215
639	0.3000274626
640	0.2999421718
641	0.2999115338
642	0.2998627767
643	0.299800195
644	0.2997096075
645	0.2996744418
646	0.2995431518
647	0.2994729082
648	0.2994428708
649	0.2993832095
650	0.2993107541
651	0.2991837412
652	0.2991185164
653	0.2990182182
654	0.2988673028
655	0.2987718907
656	0.2987170699
657	0.2986896334
658	0.298615935
659	0.2984736395
660	0.2984210653
661	0.298294124
662	0.2982372241
663	0.2981700197
664	0.2980818986
665	0.2980266674
666	0.2979909755
667	0.2979474481
668	0.2978688287
669	0.2977949466
670	0.2976798912
671	0.2976443705
672	0.2975512334
673	0.2974601204
674	0.2974023683
675	0.2972916499
676	0.2971255012
677	0.2970472478
678	0.2970215347
679	0.2969512203
680	0.29688291
681	0.2968156761
682	0.2967885899
683	0.2967284992
684	0.2966331032
685	0.2965940949
686	0.296442633
687	0.2964060103
688	0.2963322702
689	0.2962678865
690	0.2961390686
691	0.2960882284
692	0.2960449008
693	0.2959876803
694	0.2959522003
695	0.295924025
696	0.2957755038
697	0.2957143858
698	0.2956656718
699	0.2956103017
700	0.295558806
701	0.2954884966
702	0.2954197251
703	0.2953219251
704	0.295189648
705	0.2951569531
706	0.2951208704
707	0.2950248204
708	0.2949093829
709	0.2948777101
710	0.2947877446
711	0.2947524055
712	0.2947160063
713	0.2946063355
714	0.2945528114
715	0.2944751841
716	0.2943465268
717	0.294246176
718	0.2942248414
719	0.2940979964
720	0.294066339
721	0.2940234419
722	0.2939290846
723	0.2938929692
724	0.293848658
725	0.2937764494
726	0.2937294996
727	0.2936480294
728	0.2936073783
729	0.293534837
730	0.2934894992
731	0.2933883087
732	0.2933176127
733	0.29327369
734	0.2931717272
735	0.2931125147
736	0.2930186363
737	0.2929292374
738	0.2928610169
739	0.292779421
740	0.2927522206
741	0.2927275472
742	0.2926619104
743	0.2926319892
744	0.2925048731
745	0.2924661265
746	0.2924135134
747	0.2923142474
748	0.2922679239
749	0.2922081532
750	0.2921278613
751	0.2921024626
752	0.2920517249
753	0.2920018051
754	0.2919186691
755	0.2918490345
756	0.2918035533
757	0.2917292367
758	0.2916757318
759	0.2916355898
760	0.2916122994
761	0.2915491042
762	0.291485051
763	0.2913590903
764	0.2913390288
765	0.291298427
766	0.2912772746
767	0.2911896158
768	0.2911316371
769	0.2911084237
770	0.2910588791
771	0.2909889024
772	0.2909320643
773	0.2908935328
774	0.2908480897
775	0.2908078465
776	0.290742764
777	0.2907091417
778	0.2906753041
779	0.2906123504
780	0.2905759471
781	0.2905570732
782	0.290516899
783	0.2904389527
784	0.2903978833
785	0.2903462325
786	0.2902837034
787	0.2901732434
788	0.2901555668
789	0.2901404861
790	0.2900661232
791	0.2900000772
792	0.2899205097
793	0.2898583717
794	0.2898027373
795	0.2897580529
796	0.2896178349
797	0.2895403337
798	0.2895203951
799	0.2894781205
800	0.2893990938
801	0.289355686
802	0.2893149812
803	0.2892295241
804	0.2891912348
805	0.2891577703
806	0.289089779
807	0.2890510922
808	0.288987888
809	0.2889401317
810	0.288899826
811	0.2888288611
812	0.2887793248
813	0.2887101316
814	0.2886814478
815	0.2886120646
816	0.2885480295
817	0.2885051615
818	0.2884888588
819	0.2884400868
820	0.2883402343
821	0.2882089322
822	0.2881357863
823	0.2880180617
824	0.2879896147
825	0.2879203435
826	0.2878832207
827	0.2878157991
828	0.2877592696
829	0.2877275571
830	0.2876753078
831	0.2876194573
832	0.2875924126
833	0.2875175897
834	0.287480501
835	0.2874381513
836	0.287410273
837	0.2873494029
838	0.287316996
839	0.2872870521
840	0.2871669123
841	0.2870495498
842	0.2870218303
843	0.286967747
844	0.2869535666
845	0.286917469
846	0.286887522
847	0.286785734
848	0.2867430753
849	0.286710344
850	0.2865938365
851	0.2865487654
852	0.2865098785
853	0.2864523589
854	0.2863187239
855	0.2862678206
856	0.2861607412
857	0.2861248502
858	0.2860964567
859	0.286025432
860	0.2859734605
861	0.2858915848
862	0.285878479
863	0.2858193499
864	0.2857511171
865	0.2856740664
866	0.2856221928
867	0.2855840794
868	0.2854975918
869	0.2854548658
870	0.2853836549
871	0.285326443
872	0.2852435879
873	0.2852209803
874	0.285167861
875	0.2850722943
876	0.2849655521
877	0.2849207403
878	0.2848811264
879	0.2847828231
880	0.2847448208
881	0.2845904484
882	0.2844883718
883	0.2844550257
884	0.284380942
885	0.2843298208
886	0.2842834249
887	0.2842309573
888	0.2842024543
889	0.2841379528
890	0.2840990819
891	0.2840531265
892	0.2840068302
893	0.283918731
894	0.283901084
895	0.2838438497
896	0.2837849567
897	0.2837171218
898	0.2836708634
899	0.2835682903
900	0.2835323397
901	0.283472696
902	0.283398303
903	0.2833491761
904	0.2832927325
905	0.2832535643
906	0.2831860642
907	0.2830964103
908	0.2830412249
909	0.2829658672
910	0.2829315507
911	0.2829000989
912	0.2828720691
913	0.2828343433
914	0.2827792805
915	0.2827125863
916	0.2826716337
917	0.2826213027
918	0.2825073105
919	0.2824470976
920	0.2824197703
921	0.2823588812
922	0.2823211223
923	0.2822660869
924	0.2822152489
925	0.2821634151
926	0.2821037063
927	0.2820563923
928	0.2820128142
929	0.2819933754
930	0.2819517392
931	0.2819206486
932	0.2818727804
933	0.2818227431
934	0.2817548637
935	0.2817055928
936	0.2816443357
937	0.2816169051
938	0.2815708993
939	0.2815432375
940	0.2815112763
941	0.2814986497
942	0.2814429463
943	0.2814044024
944	0.2813706479
945	0.28133023
946	0.2812770058
947	0.2812374198
948	0.2812004591
949	0.2811636107
950	0.2811153335
951	0.281088925
952	0.2810328268
953	0.2809819495
954	0.2809137891
955	0.2808865697
956	0.2808133957
957	0.2807700841
958	0.2807316378
959	0.2807196056
960	0.2806488024
961	0.280621898
962	0.2805607055
963	0.2805200003
964	0.280399534
965	0.2803583188
966	0.2803032683
967	0.2802602471
968	0.2801994382
969	0.280128885
970	0.2800958757
971	0.2800365051
972	0.2799518868
973	0.2799109894
974	0.2798625059
975	0.2798049456
976	0.2797858562
977	0.2797393898
978	0.279686231
979	0.2795997939
980	0.2795593869
981	0.2794714658
982	0.2793929462
983	0.2793349322
984	0.2792870224
985	0.2792708179
986	0.2792167272
987	0.2791813368
988	0.2791553174
989	0.2791034803
990	0.2790376372
991	0.278997456
992	0.2789525325
993	0.2789229379
994	0.2788947511
995	0.2788767146
996	0.2788463748
997	0.2787928266
998	0.2787671343
999	0.2787152657
